StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,timing_intro_First Click,timing_intro_Last Click,timing_intro_Page Submit,timing_intro_Click Count,browser_data_Browser,browser_data_Version,browser_data_Operating System,browser_data_Resolution,Q542,Q598,Q726,timing_agree_First Click,timing_agree_Last Click,timing_agree_Page Submit,timing_agree_Click Count,Q830,Q751,Q516_1,Q516_2,Q516_3,Q516_4,Q516_5,Q770,Q770_156_TEXT,Q831,Q831_156_TEXT,timing_ontrack_First Click,timing_ontrack_Last Click,timing_ontrack_Page Submit,timing_ontrack_Click Count,Q831.1,Q832,Q838,Q839,Q843_1,Q843_2,Q843_3,Q851_1,Q851_2,Q851_3,Q851_4,Q851_5,Q851_6,Q851_7,Q851_8,Q851_9,Q851_10,Q851_11,Q849,Q850,Q845,Q847,Q848,Q844,Q832.1,timing_end_First Click,timing_end_Last Click,timing_end_Page Submit,timing_end_Click Count,hashed_id
2022-03-27 15:23,2022-03-27 15:26,IP Address,100,219,True,2022-03-27 15:26,R_29vo1iquh5N1CUR,,,,,anonymous,EN,4.08,18.018,21.689,3,Chrome,99.0.4844.84,Windows NT 10.0,1536x864,Strongly disagree,Somewhat agree,Strongly agree,6.655,15.453,15.71,5,Yes,Strongly agree,-5,-5,-5,-5,5,FAQs about assignments / homework,,I would have liked to receive weekly reminder emails.,,2.628,43.14,45.302,9,Disagree,Strongly agree,Strongly agree,Strongly agree,0.0,5.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"When i watch the videos, i make notes. Then, i'll try to summarize my notes into a 200 word paragraph",about 5-10 minutes,No,,,,"No, I am not willing to be contacted",8.77,8.77,12.379,1,a8ee5ac3907920349cc662ace733384183d26bc50bd2c7c5c05578ee335b257e
2022-03-27 16:04,2022-03-27 16:11,IP Address,100,419,True,2022-03-27 16:11,R_2ALpqgdKKsOg4Ix,,,,,anonymous,EN,8.189,106.167,116.251,5,Chrome,97.0.4692.99,Linux x86_64,1920x1080,Agree,Somewhat agree,Somewhat agree,8.692,28.387,29.429,6,Yes,Agree,-3,-5,-5,-5,5,More practice content,,I would have liked to receive weekly reminder emails.,,6.484,62.108,64.823,9,Disagree,Disagree,Disagree,Strongly disagree,4.9,4.9,-4.9,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,By text when available otherwise by voice,5-10 min,No,,,,"No, I am not willing to be contacted",18.788,18.788,20.359,1,fba0b88ff168340f87753597d7730a48fdaa210ec5693c31a7243c449aa8aa16
2022-03-27 16:30,2022-03-27 16:34,IP Address,100,218,True,2022-03-27 16:34,R_VWMAOyFdMhP1k2t,,,,,anonymous,EN,1.701,16.957,26.573,4,Chrome,99.0.4844.82,Windows NT 10.0,1536x864,Strongly agree,Neither agree nor disagree,Strongly agree,8.315,15.464,16.234,3,Yes,Strongly agree,5,0,-5,5,5,"Study tips,FAQs about assignments / homework",,I would have liked to receive weekly reminder emails.,,3.061,39.893,41.436,10,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,5.0,5.0,-5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I watch the video that relates about it and reflect on what has been taught from it,30 min,No,,,No,"No, I am not willing to be contacted",12.687,12.687,14.529,1,2057630b68b76df37875a207eb77a7aac9e0efbd12789c943411a4864869ecfe
2022-03-27 16:32,2022-03-27 16:38,IP Address,100,325,True,2022-03-27 16:38,R_sAwLZ3ZFbhFx8vD,,,,,anonymous,EN,1.195,24.186,27.728,2,Firefox,98,Windows NT 10.0,1920x1080,Agree,Somewhat agree,Agree,7.857,16.772,17.219,5,Yes,Somewhat agree,5,5,-4,-4,5,"FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,2.157,54.688,58.399,12,Disagree,Disagree,Disagree,Somewhat agree,3.0,5.0,-5.0,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Via text,Around 30 mins,No,,,,"No, I am not willing to be contacted",16.564,16.564,21.509,1,4737bc88764a5cd421cd406a9df4c1c81be7585974e70a4f7c18d3b38b08035b
2022-03-27 16:41,2022-03-27 16:43,IP Address,100,160,True,2022-03-27 16:43,R_3R89l9PNP9rAE8o,,,,,anonymous,EN,1.302,14.219,19.709,2,Chrome,99.0.4844.83,Macintosh,1728x1117,Somewhat agree,Somewhat agree,Agree,7.488,12.605,14.147,3,Yes,Strongly agree,-5,-5,-5,-5,5,"Study tips,FAQs about assignments / homework",,I would have liked to receive weekly reminder emails.,,2.871,34.724,37.465,10,Somewhat agree,Agree,Strongly agree,Strongly agree,-5.0,5.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Voice,5-10 minutes,No,,,,"No, I am not willing to be contacted",9.46,9.46,11.086,1,ee448747f22063cdc6a880c87930516460f7199b868b1c95bf3e769467a05991
2022-03-27 16:50,2022-03-27 16:52,IP Address,100,127,True,2022-03-27 16:52,R_2vYdpTeQH3fYg77,,,,,anonymous,EN,1.725,16.572,24.369,4,Chrome,99.0.4844.84,Macintosh,1792x1120,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,2.079,7.216,8.467,3,Yes,Neither agree nor disagree,0,0,0,0,0,"FAQs about assignments / homework,More practice content",,I would have liked to receive daily reminder emails.,,6.204,26.163,27.755,10,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0.1,0.1,0.1,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,reading,10mins,Yes,undetailed,Does not apply to me,no,"No, I am not willing to be contacted",2.347,2.347,4.068,1,2c36676c24804758886b0495035907a60e1f7a8b9c39e82c24eb3b02ac15f713
2022-03-27 17:17,2022-03-27 17:22,IP Address,100,321,True,2022-03-27 17:22,R_1luussMOgs1NXBj,,,,,anonymous,EN,52.536,66.54,69.795,6,Chrome,99.0.4844.82,Windows NT 10.0,1366x768,Strongly agree,Agree,Strongly agree,4.265,17.736,19.018,11,Yes,Agree,1,2,3,4,5,"FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,1.346,76.487,80.512,34,Disagree,Strongly disagree,Agree,Neither agree nor disagree,2.0,5.0,-4.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I take notes on the video and then make a script. Then for the voice reflection I just read the script.,45 minutes,No,,,,"No, I am not willing to be contacted",0.721,14.272,22.199,10,8a390e0f33d1bb2bec5a6266e6e89cef6e3f970f8500ce9e42337e8052fb6d27
2022-03-27 17:15,2022-03-27 17:22,IP Address,100,443,True,2022-03-27 17:22,R_ZDjEeBML55FUDER,,,,,anonymous,EN,12.572,40.44,44.779,5,Chrome,99.0.4844.84,Windows NT 10.0,1920x1080,Strongly agree,Somewhat agree,Strongly agree,19.026,54.701,56.431,8,Yes,Agree,4,4,-3,2,4,"Study tips,FAQs about assignments / homework",,I would have liked to receive weekly reminder emails.,,3.635,73.234,77.683,29,Strongly disagree,Strongly disagree,Agree,Strongly agree,-1.0,5.0,-1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,When I watch the PCRS video I type down key topics then reflect on them by trying to summarize them into my own words.,30-45 minutes.,No,,,I noticed some people got the option for typed reflections while others got voice reflections. I would've preferred the option to have both.,"No, I am not willing to be contacted",5.063,20.063,26.12,9,3fdf381a8a8ddde9df96882b7bf7296af22f33909109768e6aa8a188a2068828
2022-03-27 18:19,2022-03-27 18:25,IP Address,100,384,True,2022-03-27 18:25,R_vDhoyOhBeIuwYBH,,,,,anonymous,EN,1.955,40.615,40.927,7,Chrome,99.0.4844.82,Windows NT 10.0,2048x1152,Strongly agree,Neither agree nor disagree,Strongly agree,6.695,20.978,24.726,5,Yes,Agree,5,4,0,3,3,FAQs about assignments / homework,,I would have liked to receive weekly reminder emails.,,4.524,62.374,69.205,11,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,5.0,0.0,-5.0,Unsure,Yes,Unsure,Yes,Yes,Yes,Yes,Yes,Unsure,Unsure,Unsure,Writing as if this is a summary for my future self.,15-30 minutes.,No,,,"The 200-500 word limit felt restrictive at times. For me, there were a couple of reflections that I didn't really have much to say, which made it difficult to hit the 200 words while still adding relevant thoughts.","No, I am not willing to be contacted",9.829,9.829,15.206,1,c5e565922b5ceba079d241704be42cd64ee2b1e4dd79b57df67a50632b58779e
2022-03-27 19:19,2022-03-27 19:22,IP Address,100,178,True,2022-03-27 19:22,R_1QMWoCCXipP252z,,,,,anonymous,EN,0.765,9.67,24.991,3,Chrome,99.0.4844.82,Windows NT 10.0,2560x1440,Somewhat agree,Strongly disagree,Neither agree nor disagree,4.768,10.83,11.939,6,Yes,Somewhat agree,-2,-2,-5,-4,1,FAQs about assignments / homework,,I would have liked to receive monthly emails.,,1.787,40.449,41.217,25,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,5.0,5.0,-5.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,By taking notes in a notepad while watching the video,~20 minutes,No,,,,"No, I am not willing to be contacted",1.743,4.429,6.115,3,0015a7a2082849f3152f3102fb50bf6b23e32aa504d239a866a42c82b8a60434
2022-03-27 19:51,2022-03-27 19:55,IP Address,100,238,True,2022-03-27 19:55,R_08mW7g5mUejNwFr,,,,,anonymous,EN,1.302,1.302,26.268,1,Chrome,99.0.4844.82,Windows NT 10.0,1920x1080,Strongly agree,Somewhat agree,Somewhat agree,12.033,20.645,21.498,3,Yes,Agree,5,-2,0,4,4,"Study tips,FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,5.561,49.802,51.685,12,Strongly disagree,Agree,Neither agree nor disagree,Somewhat agree,0.0,5.0,-5.0,Yes,Yes,Unsure,Yes,Yes,Yes,Yes,Yes,Unsure,Unsure,Yes,Text,I complete it while watching video( stop at some points),No,,,,"No, I am not willing to be contacted",7.312,7.312,8.374,1,6f4ddebbdd247a570e96f955079faf5697b6a85626a267ae32f591a1b62c2ccd
2022-03-27 19:43,2022-03-27 19:58,IP Address,100,876,True,2022-03-27 19:58,R_2rNqQWsLdtXZBmt,,,,,anonymous,EN,6.289,19.39,20.535,6,Edge,99.0.1150.39,Windows NT 10.0,1536x864,Somewhat agree,Agree,Agree,3.008,107.63,108.506,7,Yes,Agree,5,3,0,-5,3,"University resources,Information about CS related clubs,FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,2.81,191.05,192.641,21,Agree,Neither agree nor disagree,Strongly agree,Agree,0.0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unsure,"Writing notes for the lecture videos, then reading over the notes and recollecting to do the voice recording reflections","~15 minutes on average, mostly depending on how long the video was",No,,,"The reflection processing was a little slow, but nothing that can't be solved by just opening another window and letting it run in the background :)","Yes, I am willing to be contacted",10.486,17.349,19.456,2,7db84e72e33c5e2d9f7dcd99eb9efb6e1d8aa269be1636f9f915f22068d99415
2022-03-27 20:12,2022-03-27 20:16,IP Address,100,252,True,2022-03-27 20:16,R_10qJhZBfZJXOJWT,,,,,anonymous,EN,5.235,35.81,36.884,7,Chrome,99.0.4844.83,Macintosh,1280x800,Disagree,Somewhat agree,Somewhat agree,6.971,17.028,18.469,4,Yes,Somewhat agree,5,5,5,5,5,"University resources,Study tips,FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,3.193,42.188,44.974,12,Agree,Agree,Neither agree nor disagree,Somewhat disagree,5.0,0.0,-5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Watch the videos first and understand the topic, then I would write paragraphs for the reflections.",1-2 hours?,No,,,Nothing,"No, I am not willing to be contacted",20.504,20.979,26.583,2,ce81bc206966343d0e649164a81047307fbdf28ffe8f3a2672780ffe4a7e3c49
2022-03-27 20:18,2022-03-27 20:25,IP Address,100,409,True,2022-03-27 20:25,R_1F318sFDM1DWaLx,,,,,anonymous,EN,3.125,3.125,13.316,1,Edge,99.0.1150.46,Windows NT 10.0,1440x900,Agree,Disagree,Somewhat agree,3.43,21.586,24.058,4,Yes,Strongly agree,-1,0,-2,0,0,"Study tips,FAQs about assignments / homework",,I would have liked to receive weekly reminder emails.,,3.739,125.104,129.922,21,Disagree,Disagree,Somewhat agree,Somewhat disagree,-1.0,5.0,-1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unsure,did not,0,No,,,I have no idea on how to write 200 words for a video reflection so i just didn't bother,"No, I am not willing to be contacted",2.41,15.274,16.9,9,0437d29f998b1af3f7daf6e6f7969d2af796636ae5a36b571d55467ab8180317
2022-03-27 20:38,2022-03-27 20:41,IP Address,100,200,True,2022-03-27 20:41,R_2dA3n9hov3tfI01,,,,,anonymous,EN,3.281,22.604,23.445,8,Chrome,99.0.4844.82,Windows NT 10.0,2560x1440,Agree,Neither agree nor disagree,Neither agree nor disagree,5.801,9.381,13.0,3,I only remember receiving a few,Agree,5,5,-5,-5,5,"Study tips,More practice content",,I would have liked to receive weekly reminder emails.,,4.129,45.798,47.233,37,Strongly agree,Strongly agree,Somewhat agree,Agree,-2.0,5.0,2.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,by learning about the topic so i can summurize it,about the double the length of the video,No,,,,"Yes, I am willing to be contacted",1.798,6.401,11.454,2,b96a32e3d2e23655501864d6b652d4bdaacb5a3335abfa98c84fc6541d8e6e25
2022-03-27 21:16,2022-03-27 21:22,IP Address,100,349,True,2022-03-27 21:22,R_WkuEgaqjFJoLR61,,,,,anonymous,EN,6.708,6.708,155.343,1,Chrome,99.0.4844.82,Windows NT 10.0,1536x864,Strongly agree,Somewhat agree,Somewhat agree,3.157,17.857,18.969,19,Yes,Agree,1,0,0,1,3,"University resources,Information about CS related clubs,FAQs about assignments / homework",,I would have liked to receive weekly reminder emails.,,2.808,54.682,56.625,43,Somewhat disagree,Disagree,Somewhat agree,Agree,-2.0,3.2,-2.2,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,mostly by voice,10-15 minutes each,No,,,,"No, I am not willing to be contacted",1.99,2.782,8.326,2,bd6c3e518d90c7a75ac6871799ddb951c45549499074b0bb0a4ef44c4be08dbc
2022-03-27 21:29,2022-03-27 21:48,IP Address,100,1149,True,2022-03-27 21:48,R_3noNwTlCsBKcAxZ,,,,,anonymous,EN,66.085,82.322,104.685,2,Chrome,99.0.4844.84,Macintosh,1440x900,Somewhat agree,Agree,Agree,19.538,63.421,78.417,4,Yes,Agree,5,4,-5,-5,2,"Study tips,Information about CS related clubs,FAQs about assignments / homework",,I would have liked to receive weekly reminder emails.,,10.715,166.664,173.513,12,Agree,Disagree,Disagree,Disagree,5.0,3.0,-5.0,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,"I did not like voice reflections at all. For the last reflection, i got a chance to complete text reflection and it was much better.","For voice reflections, more than an hour. For text reflection, about 10min",Yes,It could not catch what I was saying.,No,No,"No, I am not willing to be contacted",63.483,63.483,126.275,1,87f7592e2b68b8430498216dea20f8973950ca81fea2b0a857a70fe018c6797c
2022-03-27 21:48,2022-03-27 21:52,IP Address,100,247,True,2022-03-27 21:52,R_vpNEDic3jPGgcOB,,,,,anonymous,EN,6.463,26.398,34.022,8,Safari,15.3,Macintosh,2560x1440,Disagree,Agree,Agree,13.167,29.253,30.803,6,Yes,Agree,5,3,0,0,5,FAQs about assignments / homework,,I would have liked to receive weekly reminder emails.,,4.905,51.478,54.667,9,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,3.0,0.0,-0.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Wrote my thoughs and the general ideas of the video.,The time length of the video + ~10min,No,,,No,"No, I am not willing to be contacted",5.638,5.638,11.951,1,397c8384107d1aa2acb98938ba044fc1d1276ed80a01e47ac9cbdc66f1daa857
2022-03-27 22:48,2022-03-27 22:52,IP Address,100,254,True,2022-03-27 22:52,R_1pXuvsy8L9UasjY,,,,,anonymous,EN,1.243,22.574,23.175,9,Chrome,99.0.4844.73,Android 10,412x846,Somewhat agree,Neither agree nor disagree,Somewhat disagree,4.482,22.908,23.302,19,I only remember receiving a few,Somewhat agree,-3,-5,-1,0,3,"Study tips,FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,1.042,90.291,91.113,36,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,2.0,3.0,-4.0,No,No,Unsure,Yes,Yes,Unsure,Unsure,Yes,No,Unsure,Unsure,Repeating what was said in lectures,20 mins,No,,,Nope,"No, I am not willing to be contacted",5.959,14.893,15.46,3,fdc202944b660c32dc96c022bd4be1e3e1386efa5efc40c15115d07e5104298c
2022-03-27 23:18,2022-03-27 23:22,IP Address,100,271,True,2022-03-27 23:22,R_1Q594wWGuTWkzM0,,,,,anonymous,EN,2.594,43.397,48.639,14,Chrome,99.0.4844.83,Macintosh,1440x900,Somewhat disagree,Somewhat disagree,Agree,21.611,38.345,39.788,18,Yes,Agree,5,5,-5,-5,5,"Study tips,Information about CS related clubs,FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,2.702,36.735,39.524,27,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,5.0,-0.1,-5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I complete the reflection by summarizing the lecture slides,15 minutes,No,,,,"No, I am not willing to be contacted",6.33,9.664,10.989,4,0bba08adc4fead79d4aa6b1259607b427f8bd7b8f8782106b639ef42eb969bb1
2022-03-27 23:23,2022-03-27 23:28,IP Address,100,292,True,2022-03-27 23:28,R_0Ic7HVWUBUVPhJf,,,,,anonymous,EN,1.241,40.599,41.059,14,Chrome,99.0.4844.88,Android 12,412x892,Agree,Neither agree nor disagree,Strongly agree,2.771,19.563,20.815,12,Yes,Agree,3,5,-3,-5,4,"Study tips,FAQs about assignments / homework",,I would have liked to receive weekly reminder emails.,,1.694,65.263,66.714,36,Disagree,Disagree,Strongly disagree,Somewhat disagree,2.5,-2.1,-4.4,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Unsure,Unsure,Yes,I type what the professor speaks about during the video into the reflection.,As long as the length of each video,No,,,Nope,"No, I am not willing to be contacted",4.722,9.989,11.752,3,3d569dc33ad5a002a721dd2e72c23156c14ea88c7f0e03120e580e187e2e5593
2022-03-27 23:38,2022-03-27 23:41,IP Address,100,178,True,2022-03-27 23:41,R_3PnwL9lNa4cc52h,,,,,anonymous,EN,2.279,17.703,18.479,4,Chrome,99.0.4844.84,Macintosh,1680x1050,Somewhat agree,Somewhat agree,Strongly agree,9.417,16.872,18.315,3,Yes,Agree,4,4,5,0,4,Other,,I would have liked to receive weekly reminder emails.,,3.662,43.488,45.691,9,Neither agree nor disagree,Agree,Agree,Agree,-3.0,4.3,2.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 minutes,No,,,Positive experience with PCRS!,"Yes, I am willing to be contacted",6.248,6.248,7.587,1,fb56f55ea4e0e52459fd770088c9176fe63ce8e71385aa8d1fcad23cde705858
2022-03-27 23:46,2022-03-27 23:51,IP Address,100,306,True,2022-03-27 23:51,R_1pXQuqfYEaXQrRt,,,,,anonymous,EN,39.054,39.054,78.306,1,Chrome,99.0.4844.82,Windows NT 10.0,1920x1080,Agree,Somewhat agree,Agree,4.639,9.287,11.075,3,Yes,Strongly agree,1,-5,-4,-4,1,"University resources,Information about CS related clubs,FAQs about assignments / homework,More practice content",,"I would have liked to receive daily reminder emails.,I would have liked to receive weekly reminder emails.",,2.918,61.024,62.777,14,Neither agree nor disagree,Somewhat agree,I did not get to provide voice reflections,Neither agree nor disagree,4.3,0.0,-1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Read the reflection questions. Watch the video and type out my thoughts in a google doc as I watch the video. Watch it again if I feel its necessary,25min,No,,,Thought they were a useful way to better absorb the content covered in the videos,"Yes, I am willing to be contacted",1.523,1.523,4.043,1,a462eb59ebe9a8402fd4c572e73400221e1aeb40c3430be2c4f80ce72b0cd2d5
2022-03-27 23:15,2022-03-28 1:05,IP Address,100,6600,True,2022-03-28 1:05,R_3qJzSRbVxFiyCxq,,,,,anonymous,EN,119.562,138.269,140.73,4,Chrome,99.0.4844.51,Windows NT 10.0,1280x720,Neither agree nor disagree,Neither agree nor disagree,Agree,10.801,27.571,30.039,6,I only remember receiving a few,Strongly agree,5,1,5,-5,5,"University resources,Study tips,Information about CS related clubs,FAQs about assignments / homework,More practice content",,"I would have liked to receive daily reminder emails.,I would have liked to receive weekly reminder emails.",,3.851,1490.518,1493.908,36,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,-5.0,5.0,5.0,Unsure,Unsure,Yes,Unsure,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,Voice,"in order to do the reflection, i had to watch the whole video and stop every 5 seconds to take notes so it took a long time to get through all the videos",No,,,,"Yes, I am willing to be contacted",2.221,10.27,13.1,5,4a5df670f0af04b8407ea3aed08c48681150204bf7831a22c7f09304de31ac1d
2022-03-28 1:20,2022-03-28 1:26,IP Address,100,352,True,2022-03-28 1:26,R_2U9PIQePGfHxd2i,,,,,anonymous,EN,2.365,113.4,130.765,5,Chrome,99.0.4844.82,Windows NT 10.0,1536x864,Prefer not to answer,Prefer not to answer,Agree,8.037,22.892,24.33,5,Yes,Neither agree nor disagree,1,1,0,0,1,"University resources,Study tips,FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,4.972,52.649,55.773,13,Somewhat disagree,Somewhat agree,I did not get to provide voice reflections,Strongly disagree,-5.0,4.3,-5.0,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,rewatch the video as I write the reflection,an hour or two,No,,,no,"No, I am not willing to be contacted",5.099,5.099,7.109,1,0da3aafdd4d5303af34fc2f7c4b36deced62dbb6cd8b69134973e7609085cec9
2022-03-28 1:41,2022-03-28 1:45,IP Address,100,250,True,2022-03-28 1:45,R_1MZ06jKTeKHYUe4,,,,,anonymous,EN,1.727,30.494,32.12,12,Chrome,99.0.4844.83,Macintosh,1680x1050,Strongly agree,Somewhat agree,Strongly agree,5.523,10.24,12.0,3,Yes,Strongly agree,5,5,5,5,5,"FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,2.855,36.805,39.348,16,Strongly agree,Somewhat agree,I did not get to provide voice reflections,Disagree,-0.8,5.0,-4.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,text,10 minute,No,,,no,"No, I am not willing to be contacted",65.494,65.494,68.501,1,46f9adc67324f3f6537487ca65c533d19d7ed3c52fdaed79c5dddd3ae192d28d
2022-03-28 3:12,2022-03-28 3:14,IP Address,100,169,True,2022-03-28 3:14,R_2AG3cLVLld00kzj,,,,,anonymous,EN,2.682,22.788,23.268,7,Chrome,98.0.4758.109,Macintosh,1440x900,Somewhat disagree,Neither agree nor disagree,Disagree,1.295,17.236,18.435,7,I only remember receiving a few,Somewhat disagree,0,5,-3,0,-4,"FAQs about assignments / homework,More practice content",,I would not have liked to receive any emails.,,1.635,39.461,41.934,21,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,1.0,0.1,0.2,Yes,Yes,Yes,Unsure,Unsure,Yes,Yes,Yes,No,No,Unsure,searching,3-4 hours,No,,,no,"No, I am not willing to be contacted",2.483,2.483,4.104,1,820b69ce5945725131dc20542336e687dcec6c11c4b8127916f25a378194a94a
2022-03-19 18:03,2022-03-28 5:44,IP Address,100,733227,True,2022-03-28 5:44,R_2fC1Gm1aval7Vp8,,,,,anonymous,EN,6.917,18.805,26.818,4,Chrome,99.0.4844.82,Windows NT 10.0,1536x960,Somewhat agree,Disagree,Somewhat agree,11.019,26.564,31.969,6,Yes,Somewhat agree,2,3,-1,0,2,"University resources,Study tips,FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,4.222,61.196,63.822,13,Disagree,Neither agree nor disagree,I did not get to provide voice reflections,Disagree,2.0,5.0,-2.0,Yes,Yes,Yes,Yes,Unsure,Yes,Yes,Yes,Unsure,Unsure,Unsure,Watching the  PCRS video bit by bit and summarizing all relevant information. All examples are skipped unless the amount of content is not enough to fill the word limit.,About double the length of the PCRS video corresponding to the reflection.,No,,,Not really,"No, I am not willing to be contacted",10.325,7925.789,8815.07,9,78b58ff8c31ffae5b46efe9d1dafa0ada146f1365b608dfde694dd5e35dfdeb6
2022-03-28 7:04,2022-03-28 7:08,IP Address,100,217,True,2022-03-28 7:08,R_3NyUkM5mst906AA,,,,,anonymous,EN,1.995,23.58,25.749,5,Chrome,99.0.4844.83,Macintosh,1440x900,Strongly agree,Agree,Agree,5.077,11.946,12.928,3,I only remember receiving a few,Neither agree nor disagree,4,2,0,2,2,"Information about CS related clubs,FAQs about assignments / homework,More practice content",,I would have liked to receive weekly reminder emails.,,4.349,53.443,55.717,21,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,4.6,0.1,-5.0,Yes,Yes,Unsure,Unsure,Unsure,Yes,No,No,Unsure,Yes,Unsure,watching and writing at the same time,10minutes,No,,,,"No, I am not willing to be contacted",2.281,2.281,3.55,1,03d8a48c99f2cf14feec96194b5d409b313a7ea38204b02e2a4b7f88bc99ef58
2022-03-28 7:56,2022-03-28 8:02,IP Address,100,376,True,2022-03-28 8:02,R_2SplsQ8atxdCSI8,,,,,anonymous,EN,1.73,35.42,37.901,9,Safari,14.1.2,Macintosh,1920x1080,Somewhat agree,Agree,Agree,22.244,26.433,27.773,3,Yes,Agree,-4,0,-5,1,2,"Study tips,FAQs about assignments / homework,More practice content",,"I would have liked to receive daily reminder emails.,I would have liked to receive weekly reminder emails.",,2.129,33.073,35.492,13,Strongly disagree,Disagree,Disagree,Disagree,5.0,5.0,-5.0,No,No,No,No,No,No,No,No,No,No,No,"I watched the PCRS videos while taking notes at the same time (pausing to take notes as needed), then I would read back my notes from the video into the voice reflection software.",10-15 mins,No,,,No,"No, I am not willing to be contacted",6.351,6.351,10.179,1,9568871f27c32d6332fe97b1d15b1819598f28eadcc6bab851585ddc47eb5a4b
2022-03-28 8:33,2022-03-28 8:39,IP Address,100,389,True,2022-03-28 8:39,R_OdJjivJryS12X17,,,,,anonymous,EN,4.204,24.844,26.131,4,Chrome,99.0.4844.84,Windows NT 10.0,1920x1080,Somewhat disagree,Somewhat disagree,Strongly agree,10.844,25.001,25.408,4,Yes,Agree,5,-2,0,0,5,"Information about CS related clubs,FAQs about assignments / homework",,I would have liked to receive weekly reminder emails.,,6.032,78.742,83.676,11,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,5.0,5.0,-5.0,No,No,No,No,Unsure,Unsure,No,No,Unsure,Unsure,Unsure,Text,10-20 minutes,No,,,,"No, I am not willing to be contacted",26.551,26.551,28.575,1,7bca1eb91361f3a23e28b11e446c4983366783b0a00e4105d5e02ff4fd166fec
